"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3HFWPF5ALKC51JQZQ3DU2BJ391YS3L","3HMIIOY7BSZRZNNBLJTV9D0NSXD55D","Dog Adoption Survey (<5 mins)","Complete a brief survey about 4 dog profiles, <5 mins to complete","survey, quick, animals, dogs, ratings, fast, easy, rating, rate, reviews, review","$0.40","Tue Nov 22 10:22:44 PST 2022","875","BatchId:4944360;OriginalHitTemplateId:920937340;","600","259200","Sun Dec 04 10:22:44 PST 2022","","","3018Q3ZVOUJW79M1AWX0OTO3D0CRAM","A9RIQOA0DM0ME","Approved","Tue Nov 22 10:37:24 PST 2022","Tue Nov 22 10:43:54 PST 2022","Fri Nov 25 10:43:54 PST 2022","Fri Nov 25 10:44:26 PST 2022","","","390","100% (1/1)","100% (1/1)","100% (1/1)","278307"
"3HFWPF5ALKC51JQZQ3DU2BJ391YS3L","3HMIIOY7BSZRZNNBLJTV9D0NSXD55D","Dog Adoption Survey (<5 mins)","Complete a brief survey about 4 dog profiles, <5 mins to complete","survey, quick, animals, dogs, ratings, fast, easy, rating, rate, reviews, review","$0.40","Tue Nov 22 10:22:44 PST 2022","875","BatchId:4944360;OriginalHitTemplateId:920937340;","600","259200","Sun Dec 04 10:22:44 PST 2022","","","3018Q3ZVOUJW79M1AWX0OTO3D0FAR8","A39LMDO3R6G46W","Approved","Tue Nov 22 10:38:36 PST 2022","Tue Nov 22 10:45:30 PST 2022","Fri Nov 25 10:45:30 PST 2022","Fri Nov 25 10:46:26 PST 2022","","","414","100% (1/1)","100% (1/1)","100% (1/1)","961533"
"3HFWPF5ALKC51JQZQ3DU2BJ391YS3L","3HMIIOY7BSZRZNNBLJTV9D0NSXD55D","Dog Adoption Survey (<5 mins)","Complete a brief survey about 4 dog profiles, <5 mins to complete","survey, quick, animals, dogs, ratings, fast, easy, rating, rate, reviews, review","$0.40","Tue Nov 22 10:22:44 PST 2022","875","BatchId:4944360;OriginalHitTemplateId:920937340;","600","259200","Sun Dec 04 10:22:44 PST 2022","","","304SM51WAFXDRYR6VZX19ED5HLNSBF","A26VFWBH5C6QLK","Approved","Tue Nov 22 10:38:47 PST 2022","Tue Nov 22 10:41:37 PST 2022","Fri Nov 25 10:41:37 PST 2022","Fri Nov 25 10:42:26 PST 2022","","","170","100% (1/1)","100% (1/1)","100% (1/1)","606039"
"3HFWPF5ALKC51JQZQ3DU2BJ391YS3L","3HMIIOY7BSZRZNNBLJTV9D0NSXD55D","Dog Adoption Survey (<5 mins)","Complete a brief survey about 4 dog profiles, <5 mins to complete","survey, quick, animals, dogs, ratings, fast, easy, rating, rate, reviews, review","$0.40","Tue Nov 22 10:22:44 PST 2022","875","BatchId:4944360;OriginalHitTemplateId:920937340;","600","259200","Sun Dec 04 10:22:44 PST 2022","","","308Q0PEVBK659R9DS3PRE6CSKMD9IN","A1ZSMITRDDEISZ","Approved","Tue Nov 22 10:28:14 PST 2022","Tue Nov 22 10:38:12 PST 2022","Fri Nov 25 10:38:12 PST 2022","Fri Nov 25 10:38:26 PST 2022","","","598","100% (1/1)","100% (1/1)","100% (1/1)","190188"
"3HFWPF5ALKC51JQZQ3DU2BJ391YS3L","3HMIIOY7BSZRZNNBLJTV9D0NSXD55D","Dog Adoption Survey (<5 mins)","Complete a brief survey about 4 dog profiles, <5 mins to complete","survey, quick, animals, dogs, ratings, fast, easy, rating, rate, reviews, review","$0.40","Tue Nov 22 10:22:44 PST 2022","875","BatchId:4944360;OriginalHitTemplateId:920937340;","600","259200","Sun Dec 04 10:22:44 PST 2022","","","30BUDKLTXPOASZ5FTUMJHB9Y6XGE5L","A39EY3BW1SSQRL","Approved","Tue Nov 22 10:34:49 PST 2022","Tue Nov 22 10:39:33 PST 2022","Fri Nov 25 10:39:33 PST 2022","Fri Nov 25 10:40:26 PST 2022","","","284","100% (1/1)","100% (1/1)","100% (1/1)","383370"
"3HFWPF5ALKC51JQZQ3DU2BJ391YS3L","3HMIIOY7BSZRZNNBLJTV9D0NSXD55D","Dog Adoption Survey (<5 mins)","Complete a brief survey about 4 dog profiles, <5 mins to complete","survey, quick, animals, dogs, ratings, fast, easy, rating, rate, reviews, review","$0.40","Tue Nov 22 10:22:44 PST 2022","875","BatchId:4944360;OriginalHitTemplateId:920937340;","600","259200","Sun Dec 04 10:22:44 PST 2022","","","30BUDKLTXPOASZ5FTUMJHB9Y6XI5EE","A3EPL2KI81POLV","Approved","Tue Nov 22 10:25:15 PST 2022","Tue Nov 22 10:29:34 PST 2022","Fri Nov 25 10:29:34 PST 2022","Fri Nov 25 10:30:26 PST 2022","","","259","100% (1/1)","100% (1/1)","100% (1/1)","703006"
"3HFWPF5ALKC51JQZQ3DU2BJ391YS3L","3HMIIOY7BSZRZNNBLJTV9D0NSXD55D","Dog Adoption Survey (<5 mins)","Complete a brief survey about 4 dog profiles, <5 mins to complete","survey, quick, animals, dogs, ratings, fast, easy, rating, rate, reviews, review","$0.40","Tue Nov 22 10:22:44 PST 2022","875","BatchId:4944360;OriginalHitTemplateId:920937340;","600","259200","Sun Dec 04 10:22:44 PST 2022","","","30BUDKLTXPOASZ5FTUMJHB9Y6XK5EG","A3VV031FXVIB3M","Approved","Tue Nov 22 10:36:43 PST 2022","Tue Nov 22 10:45:50 PST 2022","Fri Nov 25 10:45:50 PST 2022","Fri Nov 25 10:46:26 PST 2022","","","547","100% (1/1)","100% (1/1)","100% (1/1)","362439"
"3HFWPF5ALKC51JQZQ3DU2BJ391YS3L","3HMIIOY7BSZRZNNBLJTV9D0NSXD55D","Dog Adoption Survey (<5 mins)","Complete a brief survey about 4 dog profiles, <5 mins to complete","survey, quick, animals, dogs, ratings, fast, easy, rating, rate, reviews, review","$0.40","Tue Nov 22 10:22:44 PST 2022","875","BatchId:4944360;OriginalHitTemplateId:920937340;","600","259200","Sun Dec 04 10:22:44 PST 2022","","","30JNVC0ORLDB5VFF3NIS0P12U93QHY","A2WS9AZMKQQXF7","Approved","Tue Nov 22 10:28:59 PST 2022","Tue Nov 22 10:36:41 PST 2022","Fri Nov 25 10:36:41 PST 2022","Fri Nov 25 10:37:26 PST 2022","","","462","100% (1/1)","100% (1/1)","100% (1/1)","676339"
"3HFWPF5ALKC51JQZQ3DU2BJ391YS3L","3HMIIOY7BSZRZNNBLJTV9D0NSXD55D","Dog Adoption Survey (<5 mins)","Complete a brief survey about 4 dog profiles, <5 mins to complete","survey, quick, animals, dogs, ratings, fast, easy, rating, rate, reviews, review","$0.40","Tue Nov 22 10:22:44 PST 2022","875","BatchId:4944360;OriginalHitTemplateId:920937340;","600","259200","Sun Dec 04 10:22:44 PST 2022","","","30JNVC0ORLDB5VFF3NIS0P12U95HQR","A33ZXESY9YN7XZ","Approved","Tue Nov 22 10:40:40 PST 2022","Tue Nov 22 10:44:52 PST 2022","Fri Nov 25 10:44:52 PST 2022","Fri Nov 25 10:45:26 PST 2022","","","252","100% (1/1)","100% (1/1)","100% (1/1)","524973"
"3HFWPF5ALKC51JQZQ3DU2BJ391YS3L","3HMIIOY7BSZRZNNBLJTV9D0NSXD55D","Dog Adoption Survey (<5 mins)","Complete a brief survey about 4 dog profiles, <5 mins to complete","survey, quick, animals, dogs, ratings, fast, easy, rating, rate, reviews, review","$0.40","Tue Nov 22 10:22:44 PST 2022","875","BatchId:4944360;OriginalHitTemplateId:920937340;","600","259200","Sun Dec 04 10:22:44 PST 2022","","","30JNVC0ORLDB5VFF3NIS0P12U9YHQK","A37YZNI46HOCEM","Approved","Tue Nov 22 10:26:11 PST 2022","Tue Nov 22 10:29:25 PST 2022","Fri Nov 25 10:29:25 PST 2022","Fri Nov 25 10:29:27 PST 2022","","","194","100% (1/1)","100% (1/1)","100% (1/1)","775058"
